X,Y,uncorrected mag data (nT),Base station field data (nT),corrected mag data (nT)
0,0,51296.54,51446.1,
0,0.5,51111.62,51446.8,
0,1,51482.96,51447.6,
0,1.5,51333.24,51447.5,
0,2,51356.43,51447.4,
0,2.5,51345.39,51447.4,
0,3,51386.06,51447.3,
0,3.5,51361.78,51447.1,
0,4,51388.59,51446.9,
0,4.5,51402.73,51446.9,
0,5,51386.58,51447.4,
0,5.5,51364.12,51447.4,
0,6,51352.4,51447.5,
0,6.5,51303.89,51447.7,
0,7,51235.96,51447.7,
0,7.5,51228.1,51447.2,
0,8,51238.55,51446.7,
0,8.5,51388.05,51446.6,
0,9,51523.67,51446.7,
0,9.5,51603.99,51446.7,
0,10,51665.78,51446.7,
0,10.5,51487.48,51446.7,
0,11,51651.2,51447,
0,11.5,51501.98,51447.2,
0,12,51373.3,51446.5,
0,12.5,51410.98,51446.3,
0,13,51393.32,51445.9,
0,13.5,51409.12,51446.2,
0,14,51436.47,51446.2,
0,14.5,51288.01,51446.3,
0,15,51524.31,51446.5,
0,15.5,51340.62,51447,
0,16,51317.61,51447.4,
0,16.5,51362.51,51447.5,
0,17,51292.92,51447.8,
0,17.5,51437.41,51448.2,
0,18,51342.87,51448.3,
0,18.5,51291.4,51447.9,
0,19,51360.64,51447.2,
0,19.5,51388.27,51447.1,
0,20,51452.39,51446.8,
0,20.5,51167.53,51446.5,
0,21,51398.76,51446.4,
0,21.5,51074.88,51445.9,
0,22,51324.5,51445.9,
0,22.5,51273.48,51446,
0,23,51334.09,51446.1,
0,23.5,51300.34,51446.5,
0,24,51150.2,51446.4,
0,24.5,51216.59,51446.4,
0,25,51314.36,51445.9,
0,25.5,51174.69,51445.8,
0,26,51257.53,51445.4,
0,26.5,51135.04,51445.2,
0,27,51191.72,51445.4,
0,27.5,51158.96,51445.7,
0,28,51034.56,51445.6,
-0.5,0,51370.8,51445.6,
-0.5,0.5,51188.38,51445.7,
-0.5,1,51426.01,51445.7,
-0.5,1.5,51373.94,51445.6,
-0.5,2,51395.12,51446.4,
-0.5,2.5,51411.09,51446.6,
-0.5,3,51407.22,51446.2,
-0.5,3.5,51383.81,51446,
-0.5,4,51360.6,51446.1,
-0.5,4.5,51405.5,51446.2,
-0.5,5,51358.07,51446.8,
-0.5,5.5,51379.5,51447.1,
-0.5,6,51350.12,51446.9,
-0.5,6.5,51284.02,51446.1,
-0.5,7,51274.86,51446.6,
-0.5,7.5,51244.5,51446.7,
-0.5,8,51379.9,51446.4,
-0.5,8.5,51391.72,51446.5,
-0.5,9,51509.47,51446.4,
-0.5,9.5,51546.07,51446.7,
-0.5,10,51549.74,51446.6,
-0.5,10.5,51523.03,51446.8,
-0.5,11,51514.875,51447.1,
-0.5,11.5,51589.33,51447,
-0.5,12,51642.85,51446.8,
-0.5,12.5,51470.8,51446.8,
-0.5,13,51414.27,51446.7,
-0.5,13.5,51285.34,51446.2,
-0.5,14,51387.3,51446.3,
-0.5,14.5,51330.455,51446.3,
-0.5,15,51430.715,51446.3,
-0.5,15.5,51348.545,51446.6,
-0.5,16,51348.52,51446.7,
-0.5,16.5,51244.84,51447.3,
-0.5,17,51380.97,51447.6,
-0.5,17.5,51350.87,51447.9,
-0.5,18,51427.45,51448,
-0.5,18.5,51271.01,51448.8,
-0.5,19,51413.78,51448.6,
-0.5,19.5,51338.01,51448.9,
-0.5,20,51446.74,51448.6,
-0.5,20.5,51291.01,51448,
-0.5,21,51321.1,51448.1,
-0.5,21.5,51357.67,51447.9,
-0.5,22,51104.31,51447.8,
-0.5,22.5,51296.9,51447.3,
-0.5,23,51336.82,51446.9,
-0.5,23.5,51389.58,51447.3,
-0.5,24,51219.38,51447.8,
-0.5,24.5,51164.57,51447.9,
-0.5,25,51313.35,51448.2,
-0.5,25.5,51093.42,51448.6,
-0.5,26,51212.35,51448.1,
-0.5,26.5,51206.92,51448.4,
-0.5,27,51155.56,51448.1,
-0.5,27.5,50988.54,51448.1,
-0.5,28,50955.235,51447.8,
-1,0,51232.85,51447.6,
-1,0.5,51113.44,51447.4,
-1,1,51369.06,51447.4,
-1,1.5,51370.92,51447.1,
-1,2,51259.89,51447.2,
-1,2.5,51331.44,51447.4,
-1,3,51472.68,51447.1,
-1,3.5,51295.29,51446.9,
-1,4,51312.96,51447,
-1,4.5,51378.95,51447.3,
-1,5,51401.71,51447.6,
-1,5.5,51357.82,51448.1,
-1,6,51289.08,51447.6,
-1,6.5,51240.67,51447.3,
-1,7,51275.24,51447.7,
-1,7.5,51281.39,51448.2,
-1,8,51310.43,51448.3,
-1,8.5,51393.72,51448.3,
-1,9,51431.56,51448.4,
-1,9.5,51414.55,51448.4,
-1,10,51416.15,51448.4,
-1,10.5,51428.36,51448.5,
-1,11,51378.55,51448.1,
-1,11.5,51441.91,51448.1,
-1,12,51346.24,51448.3,
-1,12.5,51499.23,51448.1,
-1,13,51435.22,51448,
-1,13.5,51362.24,51448.2,
-1,14,51338.13,51447.8,
-1,14.5,51372.9,51448.5,
-1,15,51337.12,51448.5,
-1,15.5,51356.47,51448.5,
-1,16,51319.38,51448.6,
-1,16.5,51325.58,51448.9,
-1,17,51316.74,51449.3,
-1,17.5,51340.79,51449.5,
-1,18,51363.35,51450.1,
-1,18.5,51376.76,51450.4,
-1,19,51457.2,51450.1,
-1,19.5,51401.37,51449.4,
-1,20,51329.56,51448.9,
-1,20.5,51414.49,51448.8,
-1,21,51345.37,51449.1,
-1,21.5,51332.3,51449.2,
-1,22,51264.09,51449.5,
-1,22.5,51227.915,51449.6,
-1,23,51134.79,51449.3,
-1,23.5,51483.34,51450,
-1,24,51259.06,51449.1,
-1,24.5,51142.31,51449.9,
-1,25,51245.81,51449.6,
-1,25.5,51052.785,51448.9,
-1,26,51107.15,51448.3,
-1,26.5,51059.25,51448.5,
-1,27,51107.53,51448.4,
-1,27.5,50837.88,51448.5,
-1,28,50875.91,51448.5,
-1.5,0,51232.85,51448.8,
-1.5,0.5,51113.44,51448.6,
-1.5,1,51369.06,51449.1,
-1.5,1.5,51370.92,51449.1,
-1.5,2,51259.89,51419,
-1.5,2.5,51331.44,51449.6,
-1.5,3,51472.68,51450,
-1.5,3.5,51295.29,51449,
-1.5,4,51312.96,51448.5,
-1.5,4.5,51378.95,51448.2,
-1.5,5,51401.71,51448.5,
-1.5,5.5,51357.82,51479.1,
-1.5,6,51289.08,51450,
-1.5,6.5,51240.67,51450,
-1.5,7,51275.24,51449.9,
-1.5,7.5,51281.39,51449.6,
-1.5,8,51310.43,51449.6,
-1.5,8.5,51393.72,51449.4,
-1.5,9,51431.56,51449.5,
-1.5,9.5,51414.55,51449.7,
-1.5,10,51416.15,51449.7,
-1.5,10.5,51428.36,51449.1,
-1.5,11,51378.55,51448.9,
-1.5,11.5,51441.91,51448.8,
-1.5,12,51346.24,51449.3,
-1.5,12.5,51499.23,51449.8,
-1.5,13,51435.22,51450.5,
-1.5,13.5,51362.24,51450.3,
-1.5,14,51338.13,51450.5,
-1.5,14.5,51372.9,51450.5,
-1.5,15,51337.12,51450,
-1.5,15.5,51356.47,51449.7,
-1.5,16,51319.38,51449.4,
-1.5,16.5,51325.58,51449.1,
-1.5,17,51316.74,51449.2,
-1.5,17.5,51340.79,51449,
-1.5,18,51363.35,51448.9,
-1.5,18.5,51376.76,51449.2,
-1.5,19,51457.2,51449.3,
-1.5,19.5,51401.37,51449.8,
-1.5,20,51329.56,51449.9,
-1.5,20.5,51414.49,51449.9,
-1.5,21,51345.37,51449.7,
-1.5,21.5,51332.3,51449.5,
-1.5,22,51264.09,51449.4,
-1.5,22.5,51158.93,51449.2,
-1.5,23,50932.76,51449.4,
-1.5,23.5,51483.34,51448.7,
-1.5,24,51259.06,51448.9,
-1.5,24.5,51120.05,51449.2,
-1.5,25,51245.81,51448.9,
-1.5,25.5,51012.15,51449,
-1.5,26,51107.15,51449,
-1.5,26.5,51059.25,51449.1,
-1.5,27,51059.5,51449.5,
-1.5,27.5,50837.88,51449.8,
-1.5,28,50879.91,51450,
-2,0,51265.965,51450.1,
-2,0.5,51348.6,51450.1,
-2,1,51330.24,51449.9,
-2,1.5,51364.925,51449.9,
-2,2,51289.335,51449.6,
-2,2.5,51430.975,51449.7,
-2,3,52246.935,51449.6,
-2,3.5,51339.815,51449.4,
-2,4,51347.78,51449.4,
-2,4.5,51400.845,51449.3,
-2,5,51380.155,51449.4,
-2,5.5,51400.04,51449.6,
-2,6,51299.465,51449.8,
-2,6.5,51272.27,51450.3,
-2,7,51284.91,51450.2,
-2,7.5,51290.04,51449.9,
-2,8,51330.68,51449.2,
-2,8.5,51397.885,51449.4,
-2,9,51457.175,51449,
-2,9.5,51414.725,51449,
-2,10,51431.885,51448.9,
-2,10.5,51406.28,51449,
-2,11,51466.48,51449.3,
-2,11.5,51410.425,51449.8,
-2,12,51371.64,51449.9,
-2,12.5,51445.175,51449.9,
-2,13,51421.53,51450.3,
-2,13.5,51393.23,51449.9,
-2,14,51285.075,51450.1,
-2,14.5,51372.12,51449.4,
-2,15,51366.44,51450,
-2,15.5,51351.875,51450.2,
-2,16,51327.705,51450.5,
-2,16.5,51313.38,51450.8,
-2,17,51327.785,51450,
-2,17.5,51323.995,51450.3,
-2,18,51299.1,51449.9,
-2,18.5,51410.19,51450,
-2,19,51378.52,51449.6,
-2,19.5,51357.15,51448.8,
-2,20,51292.235,51448.5,
-2,20.5,51491.945,51448.6,
-2,21,51332.775,51448.5,
-2,21.5,51510.155,51448.9,
-2,22,51300.815,51449.5,
-2,22.5,51132.295,51449.6,
-2,23,51078.8,51450,
-2,23.5,51189.515,51450.4,
-2,24,51165.785,51449.9,
-2,24.5,51092.485,51449.5,
-2,25,51150.13,51448.8,
-2,25.5,51114.41,51448.7,
-2,26,51131.725,51448.1,
-2,26.5,51150.005,51448,
-2,27,50780.495,51448.1,
-2,27.5,50768.51,51448.2,
-2,28,50938.24,51448.3,
-2.5,0,51299.08,51448.5,
-2.5,0.5,51583.76,51449,
-2.5,1,51291.42,51448.8,
-2.5,1.5,51358.93,51448.5,
-2.5,2,51318.78,51448.8,
-2.5,2.5,51530.51,51448.9,
-2.5,3,50648.6,51448.6,
-2.5,3.5,51384.34,51448.5,
-2.5,4,51382.6,51448.2,
-2.5,4.5,51422.74,51448.5,
-2.5,5,51358.6,51448.5,
-2.5,5.5,51442.26,51448.4,
-2.5,6,51309.85,51448.4,
-2.5,6.5,51303.87,51448.5,
-2.5,7,51294.58,51448.7,
-2.5,7.5,51298.69,51449.1,
-2.5,8,51350.93,51449,
-2.5,8.5,51402.05,51449,
-2.5,9,51482.79,51448.8,
-2.5,9.5,51414.9,51448.5,
-2.5,10,51447.62,51448.7,
-2.5,10.5,51384.2,51448.6,
-2.5,11,51554.41,51448.6,
-2.5,11.5,51378.94,51448.3,
-2.5,12,51397.04,51448.4,
-2.5,12.5,51391.12,51448.1,
-2.5,13,51407.84,51448.2,
-2.5,13.5,51424.22,51448.4,
-2.5,14,51232.02,51449.1,
-2.5,14.5,51371.34,51449.6,
-2.5,15,51395.76,51449.8,
-2.5,15.5,51347.28,51449.5,
-2.5,16,51336.03,51449.4,
-2.5,16.5,51301.18,51449.5,
-2.5,17,51338.83,51449.5,
-2.5,17.5,51307.2,51449.9,
-2.5,18,51234.85,51450.2,
-2.5,18.5,51443.62,51449.8,
-2.5,19,51299.84,51449.8,
-2.5,19.5,51312.93,51449.3,
-2.5,20,51254.91,51449.3,
-2.5,20.5,51569.4,51449,
-2.5,21,51320.18,51448.7,
-2.5,21.5,51688.01,51448.5,
-2.5,22,51337.54,51448.8,
-2.5,22.5,51105.66,51448.8,
-2.5,23,51224.84,51448.9,
-2.5,23.5,50895.69,51448.8,
-2.5,24,51072.51,51447.8,
-2.5,24.5,51064.92,51447.9,
-2.5,25,51054.45,51448.3,
-2.5,25.5,51216.67,51448.6,
-2.5,26,51156.3,51448.8,
-2.5,26.5,51240.76,51448.7,
-2.5,27,50978.49,51448.9,
-2.5,27.5,50699.14,51448.7,
-2.5,28,50996.57,51449,
-3,0,51340.56,51448.6,
-3,0.5,51344.52,51448.3,
-3,1,51328.96,51448,
-3,1.5,51606.72,51448,
-3,2,51403.29,51448.3,
-3,2.5,51316.6,51448.3,
-3,3,51446.55,51448.3,
-3,3.5,51423.24,51448.5,
-3,4,51446.41,51448.7,
-3,4.5,51457.79,51448.9,
-3,5,51050.89,51448.8,
-3,5.5,51342.35,51448.6,
-3,6,51351.07,51449,
-3,6.5,51226.4,51448.9,
-3,7,51292.25,51448.9,
-3,7.5,51334.9,51448.6,
-3,8,51391.28,51448.6,
-3,8.5,51405.8,51448.9,
-3,9,51429.29,51448.6,
-3,9.5,51439.97,51448.5,
-3,10,51393.42,51448.6,
-3,10.5,50958.37,51448.9,
-3,11,51425.81,51448.8,
-3,11.5,51412.29,51448.7,
-3,12,51264.47,51448.4,
-3,12.5,51347.62,51448.5,
-3,13,51420.79,51449.1,
-3,13.5,51411.35,51449.1,
-3,14,51435.28,51449.1,
-3,14.5,51426.55,51448.8,
-3,15,51376.26,51449.3,
-3,15.5,51422.25,51449.2,
-3,16,51324.34,51449.3,
-3,16.5,51339.51,51449.8,
-3,17,51346.91,51449.3,
-3,17.5,51285.07,51449.3,
-3,18,51406.31,51449,
-3,18.5,51365.14,51448.7,
-3,19,51363.77,51448.5,
-3,19.5,51404.32,51448.8,
-3,20,51177.58,51448.8,
-3,20.5,51355.09,51448.9,
-3,21,51522.39,51448.8,
-3,21.5,51084.39,51447.8,
-3,22,51321.29,51447.9,
-3,22.5,51061.4,51448.3,
-3,23,50853.96,51448.6,
-3,23.5,51132.32,51448.8,
-3,24,51196.81,51448.7,
-3,24.5,51189.65,51448.9,
-3,25,51100.68,51448.7,
-3,25.5,51086.32,51449,
-3,26,51141.72,51448.6,
-3,26.5,51078.23,51448.3,
-3,27,51097.87,51448,
-3,27.5,50994.36,51448,
-3,28,50648.3,51448.3,
-3.5,0,51373.12,51448.3,
-3.5,0.5,51312.8,51448.3,
-3.5,1,51291.35,51448.5,
-3.5,1.5,51331.49,51448.7,
-3.5,2,51394.16,51448.9,
-3.5,2.5,51673.77,51448.8,
-3.5,3,51196.3,51448.6,
-3.5,3.5,51332.64,51449,
-3.5,4,51400.12,51448.9,
-3.5,4.5,51233.84,51448.9,
-3.5,5,51348.35,51448.6,
-3.5,5.5,51328.14,51448.6,
-3.5,6,51333.52,51448.9,
-3.5,6.5,51383.3,51448.6,
-3.5,7,51318.74,51448.5,
-3.5,7.5,51381.53,51448.6,
-3.5,8,51413.98,51448.9,
-3.5,8.5,51437.95,51448.8,
-3.5,9,51440.3,51448.7,
-3.5,9.5,51441.66,51448.4,
-3.5,10,51413.36,51448.5,
-3.5,10.5,51411.82,51449.1,
-3.5,11,51438.11,51449.1,
-3.5,11.5,51444.17,51449.1,
-3.5,12,51372.72,51448.8,
-3.5,12.5,51353.13,51449.3,
-3.5,13,51325.98,51449.2,
-3.5,13.5,51395.9,51449.3,
-3.5,14,51432.08,51449.8,
-3.5,14.5,51364.25,51449.3,
-3.5,15,51338.27,51449.3,
-3.5,15.5,51402.26,51449,
-3.5,16,51377.51,51448.7,
-3.5,16.5,51336.7,51448.5,
-3.5,17,51318.73,51448.8,
-3.5,17.5,51331.99,51448.8,
-3.5,18,51337.03,51448.9,
-3.5,18.5,51308.71,51448.8,
-3.5,19,51345.54,51447.8,
-3.5,19.5,51318.2,51447.9,
-3.5,20,51325.17,51448.3,
-3.5,20.5,51305.97,51448.6,
-3.5,21,51390.6,51448.8,
-3.5,21.5,51360.9,51448.7,
-3.5,22,51238.93,51448.9,
-3.5,22.5,51324.02,51448.7,
-3.5,23,50968,51449,
-3.5,23.5,51293.92,51448.6,
-3.5,24,50962.24,51448.3,
-3.5,24.5,51438.11,51448,
-3.5,25,51979.99,51448,
-3.5,25.5,51070.94,51448.3,
-3.5,26,51242.62,51448.3,
-3.5,26.5,51085.28,51448.3,
-3.5,27,51114.82,51448.5,
-3.5,27.5,51107.87,51448.7,
-3.5,28,51105.96,51448.9,
-4,0,51340.87,51448.8,
-4,0.5,51302.56,51448.6,
-4,1,51391.18,51449,
-4,1.5,51346.32,51448.9,
-4,2,51371.68,51448.9,
-4,2.5,51584.28,51448.6,
-4,3,51408.14,51448.6,
-4,3.5,51505.27,51448.9,
-4,4,51414.47,51448.6,
-4,4.5,51323.41,51448.5,
-4,5,51305.06,51448.6,
-4,5.5,51354.65,51448.9,
-4,6,51333.39,51448.8,
-4,6.5,51398.2,51448.7,
-4,7,51340.46,51448.4,
-4,7.5,51366.05,51448.5,
-4,8,51405.18,51449.1,
-4,8.5,51436.81,51449.1,
-4,9,51453.75,51449.1,
-4,9.5,51440.44,51448.8,
-4,10,51410.21,51449.3,
-4,10.5,51413.64,51449.2,
-4,11,51433.8,51449.3,
-4,11.5,51384.67,51449.5,
-4,12,51459.87,51449.1,
-4,12.5,51403.82,51447.8,
-4,13,51370.45,51448.2,
-4,13.5,51419.72,51448.1,
-4,14,51329.97,51447.8,
-4,14.5,51337.16,51447.5,
-4,15,51361.58,51448,
-4,15.5,51380.67,51448.1,
-4,16,51350.81,51448,
-4,16.5,51314.46,51448,
-4,17,51321.08,51448.4,
-4,17.5,51334.17,51448.2,
-4,18,51337.37,51448.1,
-4,18.5,51365.95,51448.5,
-4,19,51326.1,51448.7,
-4,19.5,51316.1,51448.5,
-4,20,51296.9,51449,
-4,20.5,51758.76,51449,
-4,21,50785.33,51449.1,
-4,21.5,51295.22,51449.8,
-4,22,51248.37,51450.1,
-4,22.5,51516.28,51450,
-4,23,51210.58,51449.8,
-4,23.5,50997.81,51450,
-4,24,50649.8,51449.8,
-4,24.5,51079.51,51449.8,
-4,25,51079.28,51449.9,
-4,25.5,51057.59,51450,
-4,26,51181.95,51449.4,
-4,26.5,51047.22,51449.3,
-4,27,51095.6,51478.9,
-4,27.5,51151.93,51449.6,
-4,28,50679.6,51479.6,
-4.5,0,51286.17,51449.8,
-4.5,0.5,51320.79,51450.1,
-4.5,1,51329.17,51450.2,
-4.5,1.5,51381.54,51449.7,
-4.5,2,51449.5,51449.2,
-4.5,2.5,51295.91,51449.7,
-4.5,3,50649.6,51449.6,
-4.5,3.5,51450.37,51449.5,
-4.5,4,51400.16,51449.1,
-4.5,4.5,51393.55,51449.7,
-4.5,5,51387.9,51449.5,
-4.5,5.5,51287.71,51449.6,
-4.5,6,51347.89,51449.7,
-4.5,6.5,51356.63,51449.5,
-4.5,7,51344.8,51449.7,
-4.5,7.5,51393.38,51449.3,
-4.5,8,51409.64,51449.6,
-4.5,8.5,51401.02,51449.1,
-4.5,9,51392.42,51450,
-4.5,9.5,51467.12,51449,
-4.5,10,51436.35,51450,
-4.5,10.5,51444.25,51449.8,
-4.5,11,51469.85,51449.2,
-4.5,11.5,51431.73,51449.3,
-4.5,12,51402.78,51449.3,
-4.5,12.5,51431.26,51449.3,
-4.5,13,51459.23,51449.2,
-4.5,13.5,51402.54,51449.7,
-4.5,14,51366.78,51449.7,
-4.5,14.5,51319.05,51449,
-4.5,15,51348.22,51449.3,
-4.5,15.5,51405.57,51449.5,
-4.5,16,51383.86,51449.8,
-4.5,16.5,51320.95,51449.5,
-4.5,17,51387.88,51449,
-4.5,17.5,51572.09,51449.9,
-4.5,18,51343.7,51449.3,
-4.5,18.5,51436.8,51449.9,
-4.5,19,51336.29,51449.4,
-4.5,19.5,51364.05,51449.9,
-4.5,20,51379.03,51449.3,
-4.5,20.5,51327.99,51449,
-4.5,21,51511.71,51449.5,
-4.5,21.5,51262.68,51449.1,
-4.5,22,51220.38,51449.7,
-4.5,22.5,50989.85,51449.7,
-4.5,23,51829.58,51450,
-4.5,23.5,51094.33,51449.7,
-4.5,24,50787.92,51450,
-4.5,24.5,51014.84,51449,
-4.5,25,51036.03,51449.4,
-4.5,25.5,51205.85,51449.9,
-4.5,26,51699.32,51449.4,
-4.5,26.5,51077.78,51449.9,
-4.5,27,51076.19,51449.9,
-4.5,27.5,50922.78,51450,
-4.5,28,50874.2,51449.8,
-5,0,51308.16,51449.6,
-5,0.5,51312.31,51449.5,
-5,1,51376.72,51450,
-5,1.5,51405.22,51449.7,
-5,2,51557.89,51449.4,
-5,2.5,51436.76,51449.4,
-5,3,51471.6,51449.1,
-5,3.5,51450.12,51449.2,
-5,4,51407.99,51449.2,
-5,4.5,51390.2,51450,
-5,5,51379.91,51449.6,
-5,5.5,51320.01,51449.4,
-5,6,51378.29,51449.3,
-5,6.5,51409.07,51449.6,
-5,7,51387.62,51449.7,
-5,7.5,51426.06,51449.5,
-5,8,51420.1,51449.4,
-5,8.5,51477.65,51449.6,
-5,9,51423.93,51449.7,
-5,9.5,51439.81,51449.2,
-5,10,51413.76,51449.1,
-5,10.5,51442.31,51449.4,
-5,11,51413.73,51449,
-5,11.5,51475.57,51449.7,
-5,12,51429.31,51449.8,
-5,12.5,51411.69,51449.2,
-5,13,51424.1,51449.6,
-5,13.5,51396.86,51449.4,
-5,14,51376.91,51449,
-5,14.5,51352.95,51449.3,
-5,15,51340.39,51449,
-5,15.5,51388.11,51450,
-5,16,51460.85,51449,
-5,16.5,51391.7,51449.5,
-5,17,51249.15,51449.8,
-5,17.5,51418.26,51449.1,
-5,18,51391.26,51449.5,
-5,18.5,51388.9,51449.2,
-5,19,51324.18,51449.5,
-5,19.5,51290.65,51449.4,
-5,20,51286.07,51449.7,
-5,20.5,51296.97,51449.8,
-5,21,51299.55,51449.1,
-5,21.5,51290.86,51449.1,
-5,22,51256.99,51449.2,
-5,22.5,51104.63,51449.6,
-5,23,51122.36,51450.1,
-5,23.5,51097.95,51450.7,
-5,24,51010.44,51450.9,
-5,24.5,51028.23,51450.5,
-5,25,51016.19,51450.2,
-5,25.5,51288.29,51450.7,
-5,26,51157.35,51450.6,
-5,26.5,51061.66,51450.1,
-5,27,51013.94,51450.5,
-5,27.5,50854.48,51450.8,
-5,28,51135.67,51450.6,
-5.5,0,51313.71,51450.8,
-5.5,0.5,51306.97,51450.3,
-5.5,1,51364.97,51450.3,
-5.5,1.5,51416.85,51450.5,
